meta_idx,date_accessed,Error,parent_doi,URL,citation,meta_cols,removed_cols
2451,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868290,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2452,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868291,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2453,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868292,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2454,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868293,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2455,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868294,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2456,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868295,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2457,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868296,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2458,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868297,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2459,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868298,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2460,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868299,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2461,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868300,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2462,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868301,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2463,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868302,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2464,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868303,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2465,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868304,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2466,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868305,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2467,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868306,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2468,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868307,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2469,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868308,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2470,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868309,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2471,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868310,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2472,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868311,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2473,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868312,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2474,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868313,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2475,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868314,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2476,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868315,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2477,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868316,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2478,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868317,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2479,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868318,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2480,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868319,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2481,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868320,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2482,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868321,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2483,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868322,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2484,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868323,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2485,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868324,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2486,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868325,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2487,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868326,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2488,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868327,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2489,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868328,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2490,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868329,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2491,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868330,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2492,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868331,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2493,2024-02-07,No columns with data,10.1594/PANGAEA.868333,https://doi.org/10.1594/PANGAEA.868332,"König-Langlo, Gert (2016): Upper air soundings during POLARSTERN cruise PS101 (ARK-XXX/3). Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.868333",NA,NA
2494,2024-02-07,No columns with data,10.1594/PANGAEA.56307,https://doi.org/10.1594/PANGAEA.56307,"Landvik, J Y (2000): Radiocarbon age determinations on locations of Svalbard and the Barents Sea. PANGAEA, https://doi.org/10.1594/PANGAEA.56307",NA,NA
2495,2024-02-07,None,10.1594/PANGAEA.866042,https://doi.org/10.1594/PANGAEA.866042,"Lauvset, Siv K (2016): Underway physical oceanography and carbon dioxide measurements during G. O. Sars cruise 58GS20140906. Bjerknes Centre for Climate Research, PANGAEA, https://doi.org/10.1594/PANGAEA.866042, In: Bakker, Dorothee C E; Pfeil, Benjamin; O'Brien, Kevin M; Currie, Kim I; Jones, Steve D; Landa, Camilla S; Lauvset, Siv K; Metzl, Nicolas; Munro, David R; Nakaoka, Shin-Ichiro; Olsen, Are; Pierrot, Denis; Saito, Shu; Smith, Karl; Sweeney, Colm; Takahashi, Taro; Wada, Chisato; Wanninkhof, Rik; Alin, Simone R; Becker, Meike; Bellerby, Richard G J; Borges, Alberto Vieira; Boutin, Jacqueline; Bozec, Yann; Burger, Eugene; Cai, Wei-Jun; Castle, Robert D; Cosca, Catherine E; DeGrandpre, Michael D; Donnelly, Matthew; Eischeid, Greg; Feely, Richard A; Gkritzalis, Thanos; González-Dávila, Melchor; Goyet, Catherine; Guillot, Antoine; Hardman-Mountford, Nicolas J; Hauck, Judith; Hoppema, Mario; Humphreys, Matthew P; Hunt, Christopher W; Ibánhez, J Severino P; Ichikawa, Tadafumi; Ishii, Masao; Juranek, Lauren W; Kitidis, Vassilis; Körtzinger, Arne; Koffi, Urbain K; Kozyr, Alexander; Kuwata, Akira; Lefèvre, Nathalie; Lo Monaco, Claire; Manke, Ansley; Marrec, Pierre; Mathis, Jeremy T; Millero, Frank J; Monacci, Natalie; Monteiro, Pedro M S; Murata, Akihiko; Newberger, Timothy; Nojiri, Yukihiro; Nonaka, Isao; Omar, Abdirahman M; Ono, Tsuneo; Padín, Xose Antonio; Rehder, Gregor; Rutgersson, Anna; Sabine, Christopher L; Salisbury, Joe; Santana-Casiano, Juana Magdalena; Sasano, Daisuke; Schuster, Ute; Sieger, Rainer; Skjelvan, Ingunn; Steinhoff, Tobias; Sullivan, Kevin; Sutherland, Stewart C; Sutton, Adrienne; Tadokoro, Kazuaki; Telszewski, Maciej; Thomas, Helmuth; Tilbrook, Bronte; van Heuven, Steven; Vandemark, Doug; Wallace, Douglas WR; Woosley, Ryan J (2016): Surface Ocean CO2 Atlas (SOCAT) V4. PANGAEA, https://doi.org/10.1594/PANGAEA.866856",Longitude; Latitude; Date/Time; Depth water [m],"Pequ [hPa]; PPPP interp [hPa] (extracted from the NCEP/NCAR ...); Bathy depth interp/grid [m] (extracted from the 2-Minute G...); Distance [km] (d2l, estimated distance to ma...); xCO2water_equ_dry [µmol/mol]; fCO2water_equ_wet [µatm]; fCO2water_SST_wet [µatm]; fCO2water_SST_wet [µatm] (fCO2rec, Recomputed after SOC...); Algorithm (fCO2rec_src, Algorithm for ge...); Flag [#] (fCO2rec_flag, WOCE quality fl...)"
2496,2024-02-07,Spatial data not in any site bbox,10.1594/PANGAEA.866729,https://doi.org/10.1594/PANGAEA.866729,"Lauvset, Siv K; Skjelvan, Ingunn (2016): Underway physical oceanography and carbon dioxide measurements during G. O. Sars cruise 58GS20150911. Geophysical Institute, University of Bergen, PANGAEA, https://doi.org/10.1594/PANGAEA.866729, In: Bakker, Dorothee C E; Pfeil, Benjamin; O'Brien, Kevin M; Currie, Kim I; Jones, Steve D; Landa, Camilla S; Lauvset, Siv K; Metzl, Nicolas; Munro, David R; Nakaoka, Shin-Ichiro; Olsen, Are; Pierrot, Denis; Saito, Shu; Smith, Karl; Sweeney, Colm; Takahashi, Taro; Wada, Chisato; Wanninkhof, Rik; Alin, Simone R; Becker, Meike; Bellerby, Richard G J; Borges, Alberto Vieira; Boutin, Jacqueline; Bozec, Yann; Burger, Eugene; Cai, Wei-Jun; Castle, Robert D; Cosca, Catherine E; DeGrandpre, Michael D; Donnelly, Matthew; Eischeid, Greg; Feely, Richard A; Gkritzalis, Thanos; González-Dávila, Melchor; Goyet, Catherine; Guillot, Antoine; Hardman-Mountford, Nicolas J; Hauck, Judith; Hoppema, Mario; Humphreys, Matthew P; Hunt, Christopher W; Ibánhez, J Severino P; Ichikawa, Tadafumi; Ishii, Masao; Juranek, Lauren W; Kitidis, Vassilis; Körtzinger, Arne; Koffi, Urbain K; Kozyr, Alexander; Kuwata, Akira; Lefèvre, Nathalie; Lo Monaco, Claire; Manke, Ansley; Marrec, Pierre; Mathis, Jeremy T; Millero, Frank J; Monacci, Natalie; Monteiro, Pedro M S; Murata, Akihiko; Newberger, Timothy; Nojiri, Yukihiro; Nonaka, Isao; Omar, Abdirahman M; Ono, Tsuneo; Padín, Xose Antonio; Rehder, Gregor; Rutgersson, Anna; Sabine, Christopher L; Salisbury, Joe; Santana-Casiano, Juana Magdalena; Sasano, Daisuke; Schuster, Ute; Sieger, Rainer; Skjelvan, Ingunn; Steinhoff, Tobias; Sullivan, Kevin; Sutherland, Stewart C; Sutton, Adrienne; Tadokoro, Kazuaki; Telszewski, Maciej; Thomas, Helmuth; Tilbrook, Bronte; van Heuven, Steven; Vandemark, Doug; Wallace, Douglas WR; Woosley, Ryan J (2016): Surface Ocean CO2 Atlas (SOCAT) V4. PANGAEA, https://doi.org/10.1594/PANGAEA.866856",NA,NA
